table_name,column_name,data_type,is_nullable,description
email_messages,moved_at,timestamptz,YES,Timestamp when message was detected as moved
email_messages,deleted_at,timestamptz,YES,Timestamp when message was detected as deleted at 
email_messages,web_link,text,YES,
yacht_email_configs,contact_id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
yacht_email_configs,yacht_id,text,NO,
yacht_email_configs,vendor,varchar,YES,
yacht_email_configs,contact_name,varchar,YES,
yacht_email_configs,email,varchar,NO,
yacht_email_configs,specialization,varchar,YES,
yacht_email_configs,notes,text,YES,
yacht_email_configs,created_at,timestamptz,YES,
yacht_email_configs,updated_at,timestamptz,YES,
yacht_email_configs,user_id,uuid,YES,
yacht_email_configs,reliability_score,numeric,YES,Reliability score for contact
yacht_email_configs,last_contacted,timestamptz,YES,Last time this contact was reached out to
yacht_fault_records,fault_id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
yacht_fault_records,yacht_id,text,NO,
yacht_fault_records,equipment_type,varchar,YES,
yacht_fault_records,equipment_brand,varchar,YES,
yacht_fault_records,equipment_model,varchar,YES,
yacht_fault_records,fault_code,varchar,YES,
yacht_fault_records,fault_description,text,YES,
yacht_fault_records,symptoms,text[],YES,
yacht_fault_records,severity_level,varchar,YES,
yacht_fault_records,detected_date,timestamptz,YES,
yacht_fault_records,resolved_date,timestamptz,YES,
yacht_fault_records,resolution_status,varchar,YES,
yacht_fault_records,resolution_id,uuid,YES,
yacht_fault_records,technician_notes,text,YES,
yacht_fault_records,root_cause,text,YES,
yacht_fault_records,preventive_measures,text,YES,
yacht_fault_records,downtime_hours,numeric,YES,
yacht_fault_records,repair_cost_usd,numeric,YES,
yacht_fault_records,parts_replaced,jsonb,YES,
yacht_fault_records,created_at,timestamptz,YES,
yacht_fault_records,updated_at,timestamptz,YES,
yacht_fault_records,user_id,uuid,YES,
chat_messages,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
chat_messages,session_id,uuid,YES,"Note:
This is a Foreign Key to `chat_sessions.id`."
chat_messages,role,text,NO,
chat_messages,content,text,NO,
chat_messages,timestamp,timestamptz,YES,
chat_messages,message_index,integer,NO,
chat_messages,sources,jsonb,YES,
chat_messages,metadata,jsonb,YES,
chat_messages,tokens_used,integer,YES,
chat_messages,confidence_score,double precision,YES,
chat_messages,yacht_id,text,YES,
handover_signoffs,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
handover_signoffs,draft_id,uuid,NO,"Note:
This is a Foreign Key to `handover_drafts.id"
handover_signoffs,yacht_id,uuid,NO,
handover_signoffs,outgoing_user_id,uuid,NO,
handover_signoffs,outgoing_role,text,YES,
handover_signoffs,outgoing_signed_at,timestamptz,YES,
handover_signoffs,outgoing_notes,text,YES,
handover_signoffs,incoming_user_id,uuid,YES,
handover_signoffs,incoming_role,text,YES,
handover_signoffs,incoming_signed_at,timestamptz,YES,
handover_signoffs,incoming_notes,text,YES,
handover_signoffs,incoming_acknowledged_critical,boolean,YES,
handover_signoffs,document_hash,text,YES,
handover_signoffs,signoff_complete,boolean,YES,
handover_signoffs,created_at,timestamptz,NO,
handover_signoffs,updated_at,timestamptz,NO,
pms_work_order_history,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_work_order_history,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
pms_work_order_history,work_order_id,uuid,NO,"Note:
This is a Foreign Key to `pms_work_orders.id"
pms_work_order_history,equipment_id,uuid,YES,"Note:
This is a Foreign Key to `pms_equipment.id`."
pms_work_order_history,completed_by,uuid,YES,
pms_work_order_history,completed_at,timestamptz,YES,
pms_work_order_history,notes,text,YES,Free-form technician notes - indexed for RAG searc
pms_work_order_history,hours_logged,integer,YES,
pms_work_order_history,status_on_completion,text,YES,
pms_work_order_history,parts_used,jsonb,YES,Array of parts consumed during work order
pms_work_order_history,documents_used,jsonb,YES,
pms_work_order_history,faults_related,jsonb,YES,
pms_work_order_history,metadata,jsonb,YES,
pms_work_order_history,created_at,timestamptz,NO,
handover_draft_edits,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
handover_draft_edits,draft_id,uuid,NO,"Note:
This is a Foreign Key to `handover_drafts.id"
handover_draft_edits,draft_item_id,uuid,YES,"Note:
This is a Foreign Key to `handover_draft_ite"
handover_draft_edits,edited_by_user_id,uuid,NO,
handover_draft_edits,edited_at,timestamptz,NO,
handover_draft_edits,field_edited,text,NO,
handover_draft_edits,original_text,text,YES,
handover_draft_edits,edited_text,text,NO,
handover_draft_edits,edit_reason,text,YES,
handover_draft_edits,edit_type,text,YES,
handover_draft_edits,created_at,timestamptz,NO,
document_directory_tree,yacht_id,uuid,YES,
document_directory_tree,level_1,text,YES,
document_directory_tree,level_2,text,YES,
document_directory_tree,level_3,text,YES,
document_directory_tree,document_count,bigint,YES,
procurement_intents,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
procurement_intents,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
procurement_intents,vendor_id,uuid,YES,
procurement_intents,status,text,NO,
procurement_intents,summary,text,YES,
procurement_intents,vendor_domain,text,YES,
procurement_intents,vendor_email_hash,text,YES,
procurement_intents,related_object_type,text,YES,
procurement_intents,related_object_id,uuid,YES,
procurement_intents,created_from_thread_id,uuid,YES,"Note:
This is a Foreign Key to `email_threads.id`."
procurement_intents,converted_to_type,text,YES,
procurement_intents,converted_to_id,uuid,YES,
procurement_intents,created_by,uuid,YES,
procurement_intents,created_at,timestamptz,NO,
procurement_intents,updated_at,timestamptz,NO,
email_attachments_view,link_id,uuid,YES,"Note:
This is a Primary Key.<pk/>"
email_attachments_view,yacht_id,uuid,YES,"Note:
This is a Foreign Key to `yacht_registry.id`"
email_attachments_view,message_id,uuid,YES,"Note:
This is a Foreign Key to `email_messages.id`"
email_attachments_view,provider_attachment_id,text,YES,
email_attachments_view,name,text,YES,
email_attachments_view,is_inline,boolean,YES,
email_attachments_view,linked_at,timestamptz,YES,
email_attachments_view,blob_id,uuid,YES,"Note:
This is a Primary Key.<pk/>"
email_attachments_view,sha256,text,YES,
email_attachments_view,size_bytes,integer,YES,
email_attachments_view,content_type,text,YES,
email_attachments_view,is_stored,boolean,YES,
email_attachments_view,storage_path,text,YES,
graph_nodes,id,uuid,YES,"Note:
This is a Primary Key.<pk/>"
graph_nodes,yacht_id,uuid,YES,"Note:
This is a Foreign Key to `yacht_registry.id`"
graph_nodes,node_type,public.graph_node_type,YES,
graph_nodes,label,text,YES,
graph_nodes,normalized_label,text,YES,
graph_nodes,source_chunk_id,uuid,YES,"Note:
This is a Foreign Key to `search_document_ch"
graph_nodes,source_document_id,uuid,YES,"Note:
This is a Foreign Key to `doc_metadata.id`.<"
graph_nodes,properties,jsonb,YES,
graph_nodes,confidence,real,YES,
graph_nodes,extraction_source,text,YES,
graph_nodes,created_at,timestamptz,YES,
graph_nodes,updated_at,timestamptz,YES,
graph_nodes,embedding,public.vector(1536),YES,
v_stock_from_transactions,yacht_id,uuid,YES,"Note:
This is a Foreign Key to `yacht_registry.id`"
v_stock_from_transactions,part_id,uuid,YES,"Note:
This is a Foreign Key to `pms_parts.id`.<fk "
v_stock_from_transactions,location,text,YES,
v_stock_from_transactions,stock_id,uuid,YES,"Note:
This is a Primary Key.<pk/>"
v_stock_from_transactions,on_hand,integer,YES,
v_stock_from_transactions,cached_quantity,integer,YES,
v_stock_from_transactions,reconciliation_status,text,YES,
v_stock_from_transactions,transaction_count,bigint,YES,
v_stock_from_transactions,first_transaction,timestamptz,YES,
v_stock_from_transactions,last_transaction,timestamptz,YES,
search_embedding_queue,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
search_embedding_queue,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
search_embedding_queue,document_id,uuid,YES,"Note:
This is a Foreign Key to `doc_metadata.id`.<"
search_embedding_queue,status,text,NO,
search_embedding_queue,error_message,text,YES,
search_embedding_queue,started_at,timestamptz,YES,
search_embedding_queue,completed_at,timestamptz,YES,
search_embedding_queue,metadata,jsonb,YES,
search_embedding_queue,created_at,timestamptz,NO,
pms_maintenance_schedules,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_maintenance_schedules,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
pms_maintenance_schedules,equipment_id,uuid,YES,"Note:
This is a Foreign Key to `pms_equipment.id`."
pms_maintenance_schedules,task_name,text,NO,
pms_maintenance_schedules,description,text,YES,
pms_maintenance_schedules,frequency,text,NO,
pms_maintenance_schedules,frequency_days,integer,YES,
pms_maintenance_schedules,frequency_hours,integer,YES,
pms_maintenance_schedules,last_completed_at,timestamptz,YES,
pms_maintenance_schedules,last_completed_hours,integer,YES,
pms_maintenance_schedules,next_due_at,timestamptz,YES,
pms_maintenance_schedules,next_due_hours,integer,YES,
pms_maintenance_schedules,assigned_to,uuid,YES,
pms_maintenance_schedules,priority,text,YES,
pms_maintenance_schedules,status,text,YES,
pms_maintenance_schedules,deferral_reason,text,YES,
pms_maintenance_schedules,deferred_by,uuid,YES,
pms_maintenance_schedules,deferred_at,timestamptz,YES,
pms_maintenance_schedules,metadata,jsonb,YES,
pms_maintenance_schedules,created_at,timestamptz,NO,
pms_maintenance_schedules,updated_at,timestamptz,NO,
pms_maintenance_schedules,created_by,uuid,YES,
alias_faults,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
alias_faults,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
alias_faults,fault_id,uuid,YES,"Note:
This is a Foreign Key to `pms_faults.id`.<fk"
alias_faults,alias,text,NO,
alias_faults,alias_type,text,YES,
alias_faults,confidence,double precision,YES,
alias_faults,created_at,timestamptz,YES,
alias_faults,source,text,YES,
alias_faults,master_candidate_id,uuid,YES,
alias_faults,deployed_at,timestamptz,YES,
document_counts_by_department,yacht_id,uuid,YES,
document_counts_by_department,department,text,YES,
document_counts_by_department,document_count,bigint,YES,
document_counts_by_department,total_size_bytes,numeric,YES,
document_counts_by_department,indexed_count,bigint,YES,
document_counts_by_department,pending_count,bigint,YES,
search_fault_code_catalog,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
search_fault_code_catalog,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
search_fault_code_catalog,equipment_type,text,NO,"Equipment model this fault code applies to, e.g. C"
search_fault_code_catalog,manufacturer,text,YES,
search_fault_code_catalog,code,text,NO,
search_fault_code_catalog,name,text,YES,
search_fault_code_catalog,description,text,YES,
search_fault_code_catalog,severity,text,YES,
search_fault_code_catalog,symptoms,text[],YES,Observable symptoms when this fault occurs
search_fault_code_catalog,causes,text[],YES,Possible root causes of this fault
search_fault_code_catalog,diagnostic_steps,text[],YES,Steps to diagnose the fault
search_fault_code_catalog,resolution_steps,text[],YES,Steps to resolve the fault
search_fault_code_catalog,related_parts,text[],YES,
search_fault_code_catalog,source_document_id,uuid,YES,"Note:
This is a Foreign Key to `doc_metadata.id`.<"
search_fault_code_catalog,source_chunk_id,uuid,YES,"Note:
This is a Foreign Key to `search_document_ch"
search_fault_code_catalog,created_at,timestamptz,NO,
search_fault_code_catalog,updated_at,timestamptz,NO,
pms_receiving_draft_lines,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_receiving_draft_lines,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
pms_receiving_draft_lines,session_id,uuid,NO,"Note:
This is a Foreign Key to `pms_receiving_sess"
pms_receiving_draft_lines,source_image_id,uuid,NO,"Note:
This is a Foreign Key to `pms_image_uploads."
pms_receiving_draft_lines,line_sequence,integer,NO,
pms_receiving_draft_lines,raw_text,text,NO,
pms_receiving_draft_lines,extracted_part_name,text,YES,
pms_receiving_draft_lines,extracted_part_number,text,YES,
pms_receiving_draft_lines,extracted_quantity,numeric,YES,
pms_receiving_draft_lines,extracted_unit,text,YES,
pms_receiving_draft_lines,extracted_description,text,YES,
pms_receiving_draft_lines,extracted_manufacturer,text,YES,
pms_receiving_draft_lines,match_status,text,NO,
pms_receiving_draft_lines,suggested_part_id,uuid,YES,"Note:
This is a Foreign Key to `pms_parts.id`.<fk "
pms_receiving_draft_lines,suggested_shopping_list_item_id,uuid,YES,"Note:
This is a Foreign Key to `pms_shopping_list_"
pms_receiving_draft_lines,alternative_matches,jsonb,YES,
pms_receiving_draft_lines,is_verified,boolean,NO,
pms_receiving_draft_lines,verified_by,uuid,YES,
pms_receiving_draft_lines,verified_at,timestamptz,YES,
pms_receiving_draft_lines,resolved_part_id,uuid,YES,"Note:
This is a Foreign Key to `pms_parts.id`.<fk "
pms_receiving_draft_lines,resolved_shopping_list_item_id,uuid,YES,"Note:
This is a Foreign Key to `pms_shopping_list_"
pms_receiving_draft_lines,resolved_quantity,numeric,YES,
pms_receiving_draft_lines,resolved_unit,text,YES,
pms_receiving_draft_lines,resolved_disposition,text,YES,
pms_receiving_draft_lines,resolution_notes,text,YES,
pms_receiving_draft_lines,is_discrepancy,boolean,YES,
pms_receiving_draft_lines,discrepancy_type,text,YES,
pms_receiving_draft_lines,discrepancy_notes,text,YES,
pms_receiving_draft_lines,creates_candidate_part,boolean,YES,
pms_receiving_draft_lines,created_candidate_part_id,uuid,YES,"Note:
This is a Foreign Key to `pms_parts.id`.<fk "
pms_receiving_draft_lines,created_at,timestamptz,NO,
pms_receiving_draft_lines,updated_at,timestamptz,NO,
pms_part_stock,yacht_id,uuid,YES,"Note:
This is a Foreign Key to `yacht_registry.id`"
pms_part_stock,part_id,uuid,YES,"Note:
This is a Primary Key.<pk/>"
pms_part_stock,on_hand,integer,YES,
pms_part_stock,min_level,integer,YES,
pms_part_stock,reorder_multiple,integer,YES,
pms_part_stock,location,text,YES,
pms_part_stock,is_critical,boolean,YES,
pms_part_stock,department,text,YES,
pms_part_stock,category,text,YES,
pms_part_stock,part_name,text,YES,
pms_part_stock,part_number,text,YES,
pms_part_stock,stock_id,uuid,YES,"Note:
This is a Primary Key.<pk/>"
confirmation_templates,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
confirmation_templates,action_type,text,NO,
confirmation_templates,title_template,text,NO,
confirmation_templates,message_template,text,NO,
confirmation_templates,supports_undo,boolean,YES,
confirmation_templates,undo_window_seconds,integer,YES,
confirmation_templates,icon,text,YES,
confirmation_templates,color,text,YES,
confirmation_templates,duration_ms,integer,YES,
confirmation_templates,active,boolean,YES,
confirmation_templates,created_at,timestamptz,NO,
search_graph_nodes,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
search_graph_nodes,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
search_graph_nodes,node_type,public.graph_node_type,NO,
search_graph_nodes,label,text,NO,
search_graph_nodes,normalized_label,text,NO,
search_graph_nodes,source_chunk_id,uuid,YES,"Note:
This is a Foreign Key to `search_document_ch"
search_graph_nodes,source_document_id,uuid,YES,"Note:
This is a Foreign Key to `doc_metadata.id`.<"
search_graph_nodes,properties,jsonb,YES,
search_graph_nodes,confidence,real,NO,
search_graph_nodes,extraction_source,text,YES,
search_graph_nodes,created_at,timestamptz,NO,
search_graph_nodes,updated_at,timestamptz,NO,
search_graph_nodes,embedding,public.vector(1536),YES,Entity label embedded with text-embedding-3-small 
predictive_state,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
predictive_state,yacht_id,uuid,NO,
predictive_state,equipment_id,uuid,NO,
predictive_state,risk_score,numeric,NO,
predictive_state,confidence,numeric,NO,
predictive_state,failure_probability,numeric,YES,
predictive_state,trend,text,YES,
predictive_state,anomalies,jsonb,YES,
predictive_state,failure_modes,jsonb,YES,
predictive_state,recommended_actions,jsonb,YES,
predictive_state,next_maintenance_due,timestamptz,YES,
predictive_state,last_updated,timestamptz,NO,
pms_vessel_certificates,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_vessel_certificates,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
pms_vessel_certificates,certificate_type,text,NO,
pms_vessel_certificates,certificate_name,text,NO,
pms_vessel_certificates,certificate_number,text,YES,
pms_vessel_certificates,issuing_authority,text,NO,
pms_vessel_certificates,issue_date,date,YES,
pms_vessel_certificates,expiry_date,date,YES,
pms_vessel_certificates,last_survey_date,date,YES,
pms_vessel_certificates,next_survey_due,date,YES,
pms_vessel_certificates,status,text,NO,
pms_vessel_certificates,document_id,uuid,YES,"Note:
This is a Foreign Key to `doc_metadata.id`.<"
pms_vessel_certificates,properties,jsonb,YES,
pms_vessel_certificates,created_at,timestamptz,NO,
pms_voyage_log,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_voyage_log,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
pms_voyage_log,voyage_name,text,YES,
pms_voyage_log,voyage_type,text,YES,
pms_voyage_log,departure_port,text,YES,
pms_voyage_log,departure_port_node_id,uuid,YES,"Note:
This is a Foreign Key to `search_graph_nodes"
pms_voyage_log,arrival_port,text,YES,
pms_voyage_log,arrival_port_node_id,uuid,YES,"Note:
This is a Foreign Key to `search_graph_nodes"
pms_voyage_log,departure_time,timestamptz,YES,
pms_voyage_log,arrival_time,timestamptz,YES,
pms_voyage_log,distance_nm,numeric,YES,
pms_voyage_log,fuel_consumed_liters,numeric,YES,
pms_voyage_log,properties,jsonb,YES,
pms_voyage_log,created_at,timestamptz,NO,
pms_inventory_transactions,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_inventory_transactions,yacht_id,uuid,NO,
pms_inventory_transactions,stock_id,uuid,NO,
pms_inventory_transactions,transaction_type,text,NO,
pms_inventory_transactions,quantity_change,integer,NO,
pms_inventory_transactions,quantity_before,integer,NO,
pms_inventory_transactions,quantity_after,integer,NO,
pms_inventory_transactions,user_id,uuid,NO,
pms_inventory_transactions,created_at,timestamptz,NO,
pms_inventory_transactions,idempotency_key,text,YES,"Unique key for idempotent operations (yacht_id, ke"
pms_inventory_transactions,photo_storage_path,text,YES,Path to photo in storage bucket
pms_inventory_transactions,supplier_id,uuid,YES,Supplier for receive transactions
pms_inventory_transactions,from_location_id,uuid,YES,"Note:
This is a Foreign Key to `pms_part_locations"
pms_inventory_transactions,to_location_id,uuid,YES,"Note:
This is a Foreign Key to `pms_part_locations"
pms_inventory_transactions,usage_id,uuid,YES,"Note:
This is a Foreign Key to `pms_part_usage.id`"
pms_inventory_transactions,transfer_group_id,uuid,YES,
pms_inventory_transactions,reverses_transaction_id,uuid,YES,"Note:
This is a Foreign Key to `pms_inventory_tran"
action_confirmations,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
action_confirmations,yacht_id,uuid,NO,
action_confirmations,user_id,uuid,NO,
action_confirmations,action_type,text,NO,
action_confirmations,entity_type,text,NO,
action_confirmations,entity_id,uuid,NO,
action_confirmations,confirmation_title,text,NO,
action_confirmations,confirmation_message,text,NO,
action_confirmations,changes_summary,jsonb,NO,
action_confirmations,can_undo,boolean,YES,
action_confirmations,undo_deadline,timestamptz,YES,
action_confirmations,undo_action,jsonb,YES,
action_confirmations,was_undone,boolean,YES,
action_confirmations,undone_at,timestamptz,YES,
action_confirmations,related_actions,uuid[],YES,
action_confirmations,source_session_id,uuid,YES,
action_confirmations,source_context,text,YES,
action_confirmations,ledger_event_id,uuid,YES,
action_confirmations,created_at,timestamptz,NO,
v_my_work_orders_summary,yacht_id,uuid,YES,"Note:
This is a Foreign Key to `yacht_registry.id`"
v_my_work_orders_summary,work_order_id,uuid,YES,"Note:
This is a Primary Key.<pk/>"
v_my_work_orders_summary,title,text,YES,
v_my_work_orders_summary,status,public.work_order_status,YES,
v_my_work_orders_summary,due_at,timestamptz,YES,
v_my_work_orders_summary,started_at,timestamptz,YES,
v_my_work_orders_summary,estimated_duration_minutes,integer,YES,
v_my_work_orders_summary,severity,text,YES,
v_my_work_orders_summary,criticality_rank,smallint,YES,
v_my_work_orders_summary,sla_priority,text,YES,
v_my_work_orders_summary,last_activity_at,timestamptz,YES,
v_my_work_orders_summary,is_overdue,boolean,YES,
v_my_work_orders_summary,days_overdue,integer,YES,
v_my_work_orders_summary,est_minutes,integer,YES,
v_my_work_orders_summary,group_key,text,YES,
pms_equipment,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_equipment,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
pms_equipment,parent_id,uuid,YES,"Parent equipment for hierarchical structure

Note:"
pms_equipment,name,text,NO,
pms_equipment,code,text,YES,
pms_equipment,description,text,YES,
pms_equipment,location,text,YES,
pms_equipment,manufacturer,text,YES,
pms_equipment,model,text,YES,
pms_equipment,serial_number,text,YES,
pms_equipment,installed_date,date,YES,
pms_equipment,criticality,public.equipment_criticality,YES,Operational criticality level
pms_equipment,system_type,text,YES,
pms_equipment,metadata,jsonb,YES,
pms_equipment,created_at,timestamptz,NO,
pms_equipment,updated_at,timestamptz,NO,
pms_equipment,attention_flag,boolean,YES,
pms_equipment,attention_reason,text,YES,
pms_equipment,attention_updated_at,timestamptz,YES,
pms_equipment,updated_by,uuid,YES,
pms_equipment,deleted_at,timestamptz,YES,
pms_equipment,deleted_by,uuid,YES,
pms_equipment,deletion_reason,text,YES,
pms_equipment,status,text,YES,
pms_equipment,running_hours,numeric,YES,
pms_equipment,related_text,text,YES,Surface facts for Show Related: name | manufacture
pms_hor_monthly_signoffs,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_hor_monthly_signoffs,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
pms_hor_monthly_signoffs,user_id,uuid,NO,
pms_hor_monthly_signoffs,department,text,NO,
pms_hor_monthly_signoffs,month,text,NO,"Month in YYYY-MM format (e.g., ""2026-01"")"
pms_hor_monthly_signoffs,crew_signature,jsonb,YES,"Crew signature JSONB (name, timestamp, signature_d"
pms_hor_monthly_signoffs,crew_signed_at,timestamptz,YES,
pms_hor_monthly_signoffs,crew_signed_by,uuid,YES,
pms_hor_monthly_signoffs,hod_signature,jsonb,YES,"HOD signature JSONB (name, timestamp, signature_da"
pms_hor_monthly_signoffs,hod_signed_at,timestamptz,YES,
pms_hor_monthly_signoffs,hod_signed_by,uuid,YES,
pms_hor_monthly_signoffs,hod_department,text,YES,
pms_hor_monthly_signoffs,master_signature,jsonb,YES,"Master signature JSONB (name, timestamp, signature"
pms_hor_monthly_signoffs,master_signed_at,timestamptz,YES,
pms_hor_monthly_signoffs,master_signed_by,uuid,YES,
pms_hor_monthly_signoffs,status,text,NO,Workflow status: draft -> crew_signed -> hod_signe
pms_hor_monthly_signoffs,total_rest_hours,numeric,YES,
pms_hor_monthly_signoffs,total_work_hours,numeric,YES,
pms_hor_monthly_signoffs,violation_count,integer,YES,
pms_hor_monthly_signoffs,notes,text,YES,
pms_hor_monthly_signoffs,created_at,timestamptz,YES,
pms_hor_monthly_signoffs,updated_at,timestamptz,YES,
pms_purchase_order_items,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_purchase_order_items,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
pms_purchase_order_items,purchase_order_id,uuid,NO,"Note:
This is a Foreign Key to `pms_purchase_order"
pms_purchase_order_items,part_id,uuid,YES,"Note:
This is a Foreign Key to `pms_parts.id`.<fk "
pms_purchase_order_items,description,text,NO,
pms_purchase_order_items,quantity_ordered,integer,NO,
pms_purchase_order_items,quantity_received,integer,YES,
pms_purchase_order_items,unit_price,numeric,YES,
pms_purchase_order_items,metadata,jsonb,YES,
pms_purchase_order_items,created_at,timestamptz,NO,
pms_purchase_order_items,updated_at,timestamptz,NO,
doc_metadata,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
doc_metadata,yacht_id,uuid,NO,
doc_metadata,source,text,NO,
doc_metadata,original_path,text,YES,
doc_metadata,filename,text,NO,
doc_metadata,content_type,text,YES,
doc_metadata,size_bytes,bigint,YES,
doc_metadata,sha256,text,YES,SHA256 hash for file integrity and deduplication (
doc_metadata,storage_path,text,NO,
doc_metadata,equipment_ids,uuid[],YES,
doc_metadata,tags,text[],YES,Searchable tags array
doc_metadata,indexed,boolean,YES,Whether document has been processed by indexing pi
doc_metadata,indexed_at,timestamptz,YES,
doc_metadata,metadata,jsonb,YES,Flexible JSONB field for additional metadata (dire
doc_metadata,created_at,timestamptz,NO,
doc_metadata,updated_at,timestamptz,NO,
doc_metadata,system_path,text,YES,Full storage path in bucket (yacht_id/documents/do
doc_metadata,doc_type,text,YES,
doc_metadata,oem,text,YES,
doc_metadata,model,text,YES,
doc_metadata,system_type,text,YES,
doc_metadata,storage_bucket,text,YES,
doc_metadata,document_type,text,YES,
doc_metadata,description,text,YES,Human-readable description for manuals/documents. 
doc_metadata,deleted_at,timestamptz,YES,Soft delete timestamp (null = not deleted)
doc_metadata,deleted_by,uuid,YES,UUID of user who deleted the document
doc_metadata,deleted_reason,text,YES,Reason for deletion (required for signed delete)
pms_work_order_parts,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
pms_work_order_parts,work_order_id,uuid,NO,"Note:
This is a Foreign Key to `pms_work_orders.id"
pms_work_order_parts,part_id,uuid,NO,"Note:
This is a Foreign Key to `pms_parts.id`.<fk "
pms_work_order_parts,quantity,integer,YES,
pms_work_order_parts,notes,text,YES,
pms_work_order_parts,created_at,timestamptz,YES,
pms_work_order_parts,updated_at,timestamptz,YES,
pms_work_order_parts,deleted_at,timestamptz,YES,
pms_work_order_parts,deleted_by,uuid,YES,
email_watchers,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
email_watchers,user_id,uuid,NO,
email_watchers,yacht_id,uuid,NO,"Note:
This is a Foreign Key to `yacht_registry.id`"
email_watchers,provider,text,NO,
email_watchers,mailbox_address_hash,text,YES,
email_watchers,delta_link_inbox,text,YES,
email_watchers,delta_link_sent,text,YES,
email_watchers,subscription_id,text,YES,
email_watchers,subscription_expires_at,timestamptz,YES,
email_watchers,last_sync_at,timestamptz,YES,
email_watchers,last_sync_error,text,YES,
email_watchers,sync_status,text,NO,
email_watchers,backfill_days_inbox,integer,YES,
email_watchers,backfill_days_sent,integer,YES,
email_watchers,created_at,timestamptz,NO,
email_watchers,updated_at,timestamptz,NO,
email_watchers,api_calls_this_hour,integer,YES,
email_watchers,hour_window_start,timestamptz,YES,
email_watchers,sync_interval_minutes,integer,YES,
email_watchers,is_paused,boolean,YES,
email_watchers,pause_reason,text,YES,
email_watchers,last_delta_url,text,YES,Graph API deltaLink URL for resume - persisted aft
email_watchers,last_success_at,timestamptz,YES,Timestamp of last successful sync page commit
email_watchers,last_delta_commit_at,timestamptz,YES,Timestamp when last_delta_url was persisted
email_watchers,error_count,integer,NO,Consecutive sync error count - reset on success
email_watchers,degraded_at,timestamptz,YES,Timestamp when watcher was marked degraded (token 
email_watchers,last_error_code,text,YES,"Last error code (429, 5xx, token_revoked, etc.)"
email_watchers,status,text,NO,"Watcher status: active=syncing, degraded=token iss"
email_watchers,retry_after_until,timestamptz,YES,Graph 429 Retry-After deadline
email_watchers,backoff_until,timestamptz,YES,Exponential backoff deadline
email_watchers,consecutive_failures,integer,YES,Consecutive 5xx/timeout count for backoff
email_watchers,last_throttle_at,timestamptz,YES,Last 429 received
shopping_list_items,id,uuid,NO,"Note:
This is a Primary Key.<pk/>"
shopping_list_items,yacht_id,uuid,NO,
shopping_list_items,part_id,uuid,NO,"Note:
This is a Foreign Key to `pms_parts.id`.<fk "
shopping_list_items,quantity_requested,integer,NO,
shopping_list_items,priority,text,YES,
shopping_list_items,notes,text,YES,
shopping_list_items,requested_by,uuid,NO,
shopping_list_items,requested_at,timestamptz,NO,
shopping_list_items,status,text,YES,
shopping_list_items,purchase_order_id,uuid,YES,"Note:
This is a Foreign Key to `pms_purchase_order"
